level,kanji,readings,meanings
N2,囲,イ | かこ.む | かこ.う | かこ.い,surround | besiege | store | paling | enclosure | encircle | preserve | keep
N2,隅,グウ | すみ,corner | nook
N2,林,リン | はやし,grove | forest
N2,技,ギ | わざ,skill | art | craft | ability | feat | performance | vocation | arts
N2,純,ジュン,genuine | purity | innocence | net (profit)
N2,輸,ユ | シュ,transport | send | be inferior
N2,舟,シュウ | ふね | ふな~ | ~ぶね,boat | ship
N2,略,リャク | ほぼ | はぶ.く | おか.す | おさ.める | はかりごと | はか.る,abbreviation | omission | outline | shorten | capture | plunder
N2,帯,タイ | お.びる | おび,sash | belt | obi | zone | region
N2,極,キョク | ゴク | きわ.める | きわ.まる | きわ.まり | きわ.み | き.める | ~ぎ.め | き.まる,poles | settlement | conclusion | end | highest rank | electric poles | very | extremely | most | highly | 10**48
N2,粉,フン | デシメートル | こ | こな,flour | powder | dust
N2,兵,ヘイ | ヒョウ | つわもの,soldier | private | troops | army | warfare | strategy | tactics
N2,量,リョウ | はか.る,quantity | measure | weight | amount | consider | estimate | surmise
N2,岩,ガン | いわ,boulder | rock | cliff
N2,減,ゲン | へ.る | へ.らす,dwindle | decrease | reduce | decline | curtail | get hungry
N2,緑,リョク | ロク | みどり,green
N2,筒,トウ | つつ,cylinder | pipe | tube | gun barrel | sleeve
N2,肌,キ | はだ,texture | skin | body | grain
N2,卵,ラン | たまご,egg | ovum | spawn | roe
N2,貯,チョ | た.める | たくわ.える,savings | store | lay in | keep | wear mustache
N2,歴,レキ | レッキ,curriculum | continuation | passage of time
N2,殿,デン | テン | との | ~どの,Mr. | hall | mansion | palace | temple | lord
N2,延,エン | の.びる | の.べる | の.べ | の.ばす,prolong | stretching
N2,宝,ホウ | たから,treasure | wealth | valuables
N2,占,セン | し.める | うらな.う,fortune-telling | divining | forecasting | occupy | hold | have | get | take
N2,査,サ,investigate
N2,籍,セキ,enroll | domiciliary register | membership
N2,香,コウ | キョウ | か | かお.り | かお.る,incense | smell | perfume
N2,鉄,テツ | くろがね,iron
N2,塔,トウ,pagoda | tower | steeple
N2,砂,サ | シャ | すな,sand
N2,包,ホウ | つつ.む | くる.む,wrap | pack up | cover | conceal
N2,械,カイ | かせ,contraption | fetter | machine | instrument
N2,印,イン | しるし | ~じるし | しる.す,stamp | seal | mark | imprint | symbol | emblem | trademark | evidence | souvenir | India
N2,召,ショウ | め.す,seduce | call | send for | wear | put on | ride in | buy | eat | drink | catch (cold)
N2,競,キョウ | ケイ | きそ.う | せ.る | くら.べる,emulate | compete with | bid | sell at auction | bout | contest | race
N2,採,サイ | と.る,pick | take | fetch | take up
N2,乱,ラン | ロン | みだ.れる | みだ.る | みだ.す | みだ | おさ.める | わた.る,riot | war | disorder | disturb
N2,液,エキ,fluid | liquid | juice | sap | secretion
N2,短,タン | みじか.い,short | brevity | fault | defect | weak point
N2,肯,コウ | がえんじ.る,agreement | consent | comply with
N2,池,チ | いけ,pond | cistern | pool | reservoir
N2,粒,リュウ | つぶ,grains | drop | counter for tiny particles
N2,双,ソウ | ふた | たぐい | ならぶ | ふたつ,pair | set | comparison | counter for pairs
N2,憎,ゾウ | にく.む | にく.い | にく.らしい | にく.しみ,hate | detest
N2,普,フ | あまね.く | あまねし,universal | wide(ly) | generally | Prussia
N2,塩,エン | しお,salt
N2,泥,デイ | ナイ | デ | ニ | どろ | なず.む,mud | mire | adhere to | be attached to
N2,帽,ボウ | モウ | ずきん | おお.う,cap | headgear
N2,拾,シュウ | ジュウ | ひろ.う,pick up | gather | find | go on foot | ten
N2,膚,フ | はだ,skin | body | grain | texture | disposition
N2,勢,セイ | ゼイ | いきお.い | はずみ,forces | energy | military strength
N2,炭,タン | すみ,charcoal | coal
N2,兆,チョウ | きざ.す | きざ.し,portent | 10**12 | trillion | sign | omen | symptoms
N2,絡,ラク | から.む | から.まる,entwine | coil around | get caught in
N2,雲,ウン | くも | ~ぐも,cloud
N2,筆,ヒツ | ふで,writing brush | writing | painting brush | handwriting
N2,仲,チュウ | なか,go-between | relationship
N2,停,テイ | と.める | と.まる,halt | stopping
N2,材,ザイ,lumber | log | timber | wood | materials | ingredients | talent
N2,均,キン | なら.す,level | average
N2,線,セン | すじ,line | track
N2,硬,コウ | かた.い,stiff | hard
N2,汚,オ | けが.す | けが.れる | けが.らわしい | よご.す | よご.れる | きたな.い,dirty | pollute | disgrace | rape | defile
N2,祝,シュク | シュウ | いわ.う,celebrate | congratulate
N2,永,エイ | なが.い,eternity | long | lengthy
N2,訓,クン | キン | おし.える | よ.む | くん.ずる,instruction | Japanese character reading | explanation | read
N2,順,ジュン,obey | order | turn | right | docility | occasion
N2,捜,ソウ | シュ | シュウ | さが.す,search | look for | locate
N2,練,レン | ね.る | ね.り,practice | gloss | train | drill | polish | refine
N2,辛,シン | から.い | つら.い | ~づら.い | かのと,spicy | bitter | hot | acrid
N2,薄,ハク | うす.い | うす~ | ~うす | うす.める | うす.まる | うす.らぐ | うす.ら~ | うす.れる | すすき,dilute | thin | weak (tea) | pampas grass
N2,暴,ボウ | バク | あば.く | あば.れる,outburst | rave | fret | force | violence | cruelty | outrage
N2,札,サツ | ふだ,tag | paper money | counter for bonds | placard | bid
N2,倍,バイ,double | twice | times | fold
N2,棒,ボウ,rod | stick | cane | pole | club | line
N2,署,ショ,signature | govt office | police station
N2,況,キョウ | まし.て | いわ.んや | おもむき,condition | situation
N2,複,フク,duplicate | double | compound | multiple
N2,坂,ハン | さか,slope | incline | hill
N2,補,ホ | おぎな.う,supplement | supply | make good | offset | compensate | assistant | learner
N2,溶,ヨウ | と.ける | と.かす | と.く,melt | dissolve | thaw
N2,府,フ,borough | urban prefecture | govt office | representative body | storehouse
N2,濯,タク | すす.ぐ | ゆす.ぐ,laundry | wash | pour on | rinse
N2,領,リョウ | えり,jurisdiction | dominion | territory | fief | reign
N2,叫,キョウ | さけ.ぶ,shout | exclaim | yell
N2,尊,ソン | たっと.い | とうと.い | たっと.ぶ | とうと.ぶ,revered | valuable | precious | noble | exalted
N2,敬,ケイ | キョウ | うやま.う,awe | respect | honor | revere
N2,装,ソウ | ショウ | よそお.う | よそお.い,attire | dress | pretend | disguise | profess
N2,恋,レン | こ.う | こい | こい.しい,romance | in love | yearn for | miss | darling
N2,震,シン | ふる.う | ふる.える,quake | shake | tremble | quiver | shiver
N2,柱,チュウ | はしら,pillar | post | cylinder | support
N2,齢,レイ | よわい | とし,age
N2,禁,キン,prohibition | ban | forbid
N2,腰,ヨウ | こし,loins | hips | waist | low wainscoting
N2,傾,ケイ | かたむ.く | かたむ.ける | かたぶ.く | かた.げる | かし.げる,lean | incline | tilt | trend | wane | sink | ruin | bias
N2,玉,ギョク | たま | たま~ | ~だま,jewel | ball
N2,泊,ハク | と.まる | と.める,overnight stay | put up at | ride at anchor
N2,造,ゾウ | つく.る | つく.り | ~づく.り,create | make | structure | physique
N2,固,コ | かた.める | かた.まる | かた.まり | かた.い,harden | set | clot | curdle
N2,悩,ノウ | なや.む | なや.ます | なや.ましい | なやみ,trouble | worry | in pain | distress | illness
N2,郊,コウ,outskirts | suburbs | rural area
N2,村,ソン | むら,village | town
N2,滴,テキ | しずく | したた.る,drip | drop
N2,並,ヘイ | ホウ | な.み | なみ | なら.べる | なら.ぶ | なら.びに,row | and | besides | as well as | line up | rank with | rival | equal
N2,替,タイ | か.える | か.え~ | か.わる,exchange | spare | substitute | per-
N2,乾,カン | ケン | かわ.く | かわ.かす | ほ.す | ひ.る | いぬい,drought | dry | dessicate | drink up | heaven | emperor
N2,板,ハン | バン | いた,plank | board | plate | stage
N2,防,ボウ | ふせ.ぐ,ward off | defend | protect | resist
N2,武,ブ | ム | たけ | たけ.し,warrior | military | chivalry | arms
N2,卒,ソツ | シュツ | そっ.する | お.える | お.わる | ついに | にわか,graduate | soldier | private | die
N2,億,オク,hundred million | 10**8
N2,黄,コウ | オウ | き | こ~,yellow
N2,混,コン | ま.じる | ~ま.じり | ま.ざる | ま.ぜる | こ.む,mix | blend | confuse
N2,掃,ソウ | シュ | は.く,sweep | brush
N2,机,キ | つくえ,desk | table
N2,刷,サツ | す.る | ~ず.り | ~ずり | は.く,printing | print | brush
N2,氷,ヒョウ | こおり | ひ | こお.る,icicle | ice | hail | freeze | congeal
N2,孫,ソン | まご,grandchild | descendants
N2,周,シュウ | まわ.り,circumference | circuit | lap
N2,副,フク,vice- | assistant | aide | duplicate | copy
N2,触,ショク | ふ.れる | さわ.る | さわ,contact | touch | feel | hit | proclaim | announce | conflict
N2,缶,カン | かま,tin can | container | jar radical (no. 121)
N2,糸,シ | いと,thread
N2,賢,ケン | かしこ.い,intelligent | wise | wisdom | cleverness
N2,辺,ヘン | あた.り | ほと.り | ~べ,environs | boundary | border | vicinity
N2,埋,マイ | う.める | う.まる | う.もれる | うず.める | うず.まる | い.ける,bury | be filled up | embedded
N2,植,ショク | う.える | う.わる,plant
N2,針,シン | はり,needle | pin | staple | stinger
N2,寺,ジ | てら,Buddhist temple
N2,季,キ,seasons
N2,橋,キョウ | はし,bridge
N2,紅,コウ | ク | べに | くれない | あか.い,crimson | deep red
N2,党,トウ | なかま | むら,party | faction | clique
N2,律,リツ | リチ | レツ,rhythm | law | regulation | gauge | control
N2,依,イ | エ | よ.る,reliant | depend on | consequently | therefore | due to
N2,換,カン | か.える | ~か.える | か.わる,interchange | period | change | convert | replace | renew
N2,児,ジ | ニ | ゲイ | こ | ~こ | ~っこ,newborn babe | child | young of animals
N2,駐,チュウ,stop-over | reside in | resident
N2,虫,チュウ | キ | むし,insect | bug | temper
N2,軽,ケイ | キョウ | キン | かる.い | かろ.やか | かろ.んじる,lightly | trifling | unimportant
N2,涙,ルイ | レイ | なみだ,tears | sympathy
N2,喫,キツ | の.む,consume | eat | drink | smoke | receive (a blow)
N2,珍,チン | めずら.しい | たから,rare | curious | strange
N2,績,セキ,exploits | achievements | unreeling cocoons
N2,畳,ジョウ | チョウ | たた.む | たたみ | かさ.なる,tatami mat | counter for tatami mats | fold | shut up | do away with
N2,蒸,ジョウ | セイ | む.す | む.れる | む.らす,steam | heat | sultry | foment | get musty
N2,戸,コ | と,door | counter for houses | door radical (no. 63)
N2,巨,キョ,gigantic | big | large | great
N2,皿,ベイ | さら,dish | a helping | plate
N2,預,ヨ | あず.ける | あず.かる,deposit | custody | leave with | entrust to
N2,損,ソン | そこ.なう | そこな.う | ~そこ.なう | そこ.ねる | ~そこ.ねる,damage | loss | disadvantage | hurt | injure
N2,温,オン | あたた.か | あたた.かい | あたた.まる | あたた.める | ぬく,warm
N2,皮,ヒ | かわ,pelt | skin | hide | leather | skin radical (no. 107)
N2,比,ヒ | くら.べる,compare | race | ratio | Philippines
N2,象,ショウ | ゾウ | かたど.る,elephant | pattern after | imitate | image | shape | sign (of the times)
N2,胃,イ,stomach | paunch | crop | craw
N2,根,コン | ね | ~ね,root | radical | head (pimple)
N2,幅,フク | はば,hanging scroll | width
N2,銅,ドウ | あかがね,copper
N2,湖,コ | みずうみ,lake
N2,跡,セキ | あと,tracks | mark | print | impression
N2,隻,セキ,vessels | counter for ships | fish | birds | arrows | one of a pair
N2,郵,ユウ,mail | stagecoach stop
N2,芸,ゲイ | ウン | う.える | のり | わざ,technique | art | craft | performance | acting | trick | stunt
N2,接,セツ | ショウ | つ.ぐ,touch | contact | adjoin | piece together
N2,裏,リ | うら,back | amidst | in | reverse | inside | palm | sole | rear | lining | wrong side
N2,畜,チク,livestock | domestic fowl and animals
N2,蔵,ゾウ | ソウ | くら | おさ.める | かく.れる,storehouse | hide | own | have | possess
N2,管,カン | くだ,pipe | tube | wind instrument | drunken talk | control | jurisdiction
N2,秒,ビョウ,second (1/60 minute)
N2,委,イ | ゆだ.ねる,committee | entrust to | leave to | devote | discard
N2,汗,カン | あせ,sweat | perspire
N2,貝,バイ | かい,shellfish
N2,庫,コ | ク | くら,warehouse | storehouse
N2,刊,カン,publish | carve | engrave
N2,区,ク | オウ | コウ,ward | district
N2,県,ケン | か.ける,prefecture
N2,劇,ゲキ,drama | play
N2,奥,オウ | おく | おく.まる | くま,heart | interior
N2,紹,ショウ,introduce | inherit | help
N2,油,ユ | ユウ | あぶら,oil | fat
N2,賞,ショウ | ほ.める,prize | reward | praise
N2,臓,ゾウ | はらわた,entrails | viscera | bowels
N2,版,ハン,printing block | printing plate | edition | impression | label
N2,湾,ワン | いりえ,gulf | bay | inlet
N2,麦,バク | むぎ,barley | wheat
N2,算,サン | そろ,calculate | divining | number | abacus | probability
N2,冊,サツ | サク | ふみ,tome | counter for books | volume
N2,星,セイ | ショウ | ほし | ~ぼし,star | spot | dot | mark
N2,脳,ノウ | ドウ | のうずる,brain | memory
N2,枝,シ | えだ,bough | branch | twig | limb | counter for branches
N2,希,キ | ケ | まれ,hope | beg | request | pray | beseech | Greece | dilute (acid) | rare | few | phenomenal
N2,諸,ショ | もろ,various | many | several | together
N2,超,チョウ | こ.える | こ.す,transcend | super- | ultra-
N2,税,ゼイ,tax | duty
N2,胸,キョウ | むね | むな~,bosom | breast | chest | heart | feelings
N2,勇,ユウ | いさ.む,courage | cheer up | be in high spirits | bravery | heroism
N2,章,ショウ,badge | chapter | composition | poem | design
N2,州,シュウ | ス | す,state | province
N2,羽,ウ | は | わ | はね,"feathers | counter for birds, rabbits"
N2,底,テイ | そこ,bottom | sole | depth | bottom price | base | kind | sort
N2,浅,セン | あさ.い,shallow | superficial | frivolous | wretched | shameful
N2,濃,ノウ | こ.い,concentrated | thick | dark | undiluted
N2,測,ソク | はか.る,fathom | plan | scheme | measure
N2,捨,シャ | す.てる,discard | throw away | abandon | resign | reject | sacrifice
N2,灰,カイ | はい,ashes | puckery juice | cremate
N2,綿,メン | わた,cotton
N2,布,フ | ぬの,linen | cloth | spread | distribute
N2,各,カク | おのおの,each | every | either
N2,巻,カン | ケン | ま.く | まき | ま.き,scroll | volume | book | part | roll up | wind up | tie | coil | counter for texts (or book scrolls)
N2,導,ドウ | みちび.く,guidance | leading | conduct | usher
N2,衣,イ | エ | ころも | きぬ | ~ぎ,garment | clothes | dressing
N2,般,ハン,carrier | carry | all | general | sort | kind
N2,輪,リン | わ,wheel | ring | circle | link | loop | counter for wheels and flowers
N2,営,エイ | いとな.む | いとな.み,occupation | camp | perform | build | conduct (business)
N2,鋭,エイ | するど.い,pointed | sharpness | edge | weapon | sharp | violent
N2,脂,シ | あぶら,fat | grease | tallow | lard | rosin | gum | tar
N2,額,ガク | ひたい,forehead | tablet | plaque | framed picture | sum | amount | volume
N2,総,ソウ | す.べて | すべ.て | ふさ,general | whole | all | full | total
N2,農,ノウ,agriculture | farmers
N2,録,ロク | しる.す | と.る,record
N2,協,キョウ,co- | cooperation
N2,骨,コツ | ほね,skeleton | bone | remains | frame
N2,臣,シン | ジン,retainer | subject
N2,央,オウ,center | middle
N2,貿,ボウ,trade | exchange
N2,史,シ,history | chronicle
N2,甘,カン | あま.い | あま.える | あま.やかす | うま.い,sweet | coax | pamper | be content | sugary
N2,再,サイ | サ | ふたた.び,again | twice | second time
N2,毛,モウ | け,fur | hair | feather | down
N2,刺,シ | さ.す | さ.さる | さ.し | さし | とげ,thorn | pierce | stab | prick | sting | calling card
N2,門,モン | かど | と,gate | counter for cannons
N2,拝,ハイ | おが.む | おろが.む,worship | adore | pray to
N2,航,コウ,navigate | sail | cruise | fly
N1,艇,テイ,rowboat | small boat
N1,涯,ガイ | はて,horizon | shore | limit | bound
N1,吏,リ,officer | an official
N1,呂,ロ | リョ | せぼね,spine | backbone
N1,叙,ジョ | つい.ず | ついで,confer | relate | narrate | describe
N1,操,ソウ | サン | みさお | あやつ.る,maneuver | manipulate | operate | steer | chastity | virginity | fidelity
N1,棚,ホウ | たな | ~だな,shelf | ledge | rack | mount | mantle | trellis
N1,桐,トウ | ドウ | きり,paulownia
N1,華,カ | ケ | はな,splendor | flower | petal | shine | luster | ostentatious | showy | gay | gorgeous
N1,妨,ボウ | さまた.げる,disturb | prevent | hamper | obstruct
N1,微,ビ | かす.か,delicate | minuteness | insignificance
N1,哉,サイ | かな | や,how | what | alas | question mark | exclamation mark
N1,俸,ホウ,stipend | salary
N1,謡,ヨウ | うた.い | うた.う,song | sing | ballad | noh chanting
N1,渇,カツ | かわ.く,thirst | dry up | parch
N1,舜,シュン,type of morning glory | rose of Sharon | althea
N1,第,ダイ | テイ,No. | residence
N1,瞬,シュン | またた.く | まじろ.ぐ,wink | blink | twinkle
N1,栗,リツ | リ | くり | おののく,chestnut
N1,錬,レン | ね.る,tempering | refine | drill | train | polish
N1,殻,カク | コク | バイ | から | がら,husk | nut shell
N1,殴,オウ | なぐ.る,assault | hit | beat | thrash
N1,裂,レツ | さ.く | さ.ける | ~ぎ.れ,split | rend | tear
N1,慧,ケイ | エ | さとい,wise
N1,沖,チュウ | おき | おきつ | ちゅう.する | わく,open sea | offing | rise high into sky
N1,俊,シュン,sagacious | genius | excellence
N1,虎,コ | とら,tiger | drunkard
N1,麟,リン,Chinese unicorn | genius | giraffe | bright | shining
N1,琉,リュウ | ル,precious stone | gem | lapis lazuli
N1,漆,シツ | うるし,lacquer | varnish | seven
N1,粋,スイ | いき,chic | style | purity | essence | pith | cream | elite | choice
N1,訳,ヤク | わけ,translate | reason | circumstance | case
N1,逮,タイ,apprehend | chase
N1,潟,セキ | かた | ~がた,lagoon
N1,頌,ショウ | ジュ | ヨウ | かたち | たた.える | ほめ.る,eulogy
N1,囚,シュウ | とら.われる,captured | criminal | arrest | catch
N1,透,トウ | す.く | す.かす | す.ける | とう.る | とう.す,transparent | permeate | filter | penetrate
N1,椎,ツイ | スイ | つち | う.つ,chinquapin | mallet | spine
N1,伍,ゴ | いつつ,five | five-man squad | file | line
N1,嘱,ショク | しょく.する | たの.む,entrust | request | send a message
N1,較,カク | コウ | くら.べる,contrast | compare
N1,樹,ジュ | き,timber | trees | wood | establish | set up
N1,奪,ダツ | うば.う,rob | take by force | snatch away | dispossess | plunder | usurp
N1,崎,キ | さき | さい | みさき,promontory | cape | spit
N1,凌,リョウ | しの.ぐ,endure | keep (rain)out | stave off | tide over | defy | slight | surpass
N1,幹,カン | みき,tree trunk | main part | talent | capability
N1,壱,イチ | イツ | ひとつ,one (in documents)
N1,升,ショウ | ます,measuring box | 1.8 liter
N1,房,ボウ | ふさ,tassel | tuft | fringe | bunch | lock (hair) | segment (orange) | house | room
N1,肺,ハイ,lungs
N1,砕,サイ | くだ.く | くだ.ける,smash | break | crush | familiar | popular
N1,嵩,スウ | シュウ | かさ | かさ.む | たか.い,be aggravated | grow worse | grow bulky | swell
N1,響,キョウ | ひび.く,echo | sound | resound | ring | vibrate
N1,冗,ジョウ,superfluous | uselessness
N1,仮,カ | ケ | かり | かり~,sham | temporary | interim | assumed (name) | informal
N1,盤,バン,tray | shallow bowl | platter | tub | board | phonograph record
N1,穀,コク,cereals | grain
N1,廷,テイ,courts | imperial court | government office
N1,詠,エイ | よ.む | うた.う,recitation | poem | song | composing
N1,冒,ボウ | おか.す,risk | face | defy | dare | damage | assume (a name)
N1,峰,ホウ | みね | ね,summit | peak
N1,稚,チ | ジ | いとけない | おさない | おくて | おでる,immature | young
N1,酉,ユウ | とり,west | bird | sign of the bird | 5-7PM | tenth sign of Chinese zodiac | sake radical (no. 164)
N1,墳,フン,tomb | mound
N1,滉,コウ | ひろ.い,deep and broad
N1,懸,ケン | ケ | か.ける | か.かる,state of suspension | hang | depend | consult | distant | far apart
N1,塁,ルイ | ライ | スイ | とりで,bases | fort | rampart | walls | base(ball)
N1,託,タク | かこつ.ける | かこ.つ | かこ.つける,consign | requesting | entrusting with | pretend | hint
N1,暖,ダン | ノン | あたた.か | あたた.かい | あたた.まる | あたた.める,warmth
N1,詳,ショウ | くわ.しい | つまび.らか,detailed | full | minute | accurate | well-informed
N1,竣,ドウ | シュン | わらわ | わらべ | おわ.る,end | finish
N1,拷,ゴウ,torture | beat
N1,奉,ホウ | ブ | たてまつ.る | まつ.る | ほう.ずる,observance | offer | present | dedicate
N1,娠,シン,with child | pregnancy
N1,伐,バツ | ハツ | カ | ボチ | き.る | そむ.く | う.つ,fell | strike | attack | punish
N1,嘆,タン | なげ.く | なげ.かわしい,sigh | lament | moan | grieve | sigh of admiration
N1,甲,コウ | カン | きのえ,armor | high (voice) | A grade | first class | former | instep | carapace
N1,歓,カン | よろこ.ぶ,delight | joy
N1,臨,リン | のぞ.む,look to | face | meet | confront | attend | call on
N1,梢,ショウ | こずえ | くすのき,treetops | twig
N1,跳,チョウ | は.ねる | と.ぶ | ~と.び,hop | leap up | spring | jerk | prance | buck | splash | sputter | snap
N1,析,セキ,chop | divide | tear | analyze
N1,臭,シュウ | くさ.い | ~くさ.い | にお.う | にお.い,stinking | ill-smelling | suspicious looking | odor | savor | fragrance | be fragrant | stink | glow | be bright
N1,貢,コウ | ク | みつ.ぐ,tribute | support | finance
N1,浦,ホ | うら,bay | creek | inlet | gulf | beach | seacoast
N1,蛍,ケイ | ほたる,lightning-bug | firefly
N1,莞,カン | い,smiling | reed used to cover tatami
N1,燎,リョウ | かがりび,burn | bonfire
N1,紗,サ | シャ | うすぎぬ,gauze | gossamer
N1,唄,バイ | うた | うた.う,song | ballad
N1,藩,ハン,clan | enclosure
N1,衆,シュウ | シュ | おお.い,masses | great numbers | multitude | populace
N1,挙,キョ | あ.げる | あ.がる | こぞ.る,raise | plan | project | behavior | actions
N1,株,シュ | かぶ,stocks | stump | shares | stock | counter for small plants
N1,染,セン | そ.める | ~ぞ.め | ~ぞめ | そ.まる | し.みる | ~じ.みる | し.み | ~し.める,dye | color | paint | stain | print
N1,遵,ジュン,abide by | follow | obey | learn
N1,妊,ニン | ジン | はら.む | みごも.る,pregnancy
N1,溝,コウ | みぞ,gutter | ditch | sewer | drain | 10**32
N1,尽,ジン | サン | つ.くす | ~つ.くす | ~づ.くし | ~つ.く | ~づ.く | ~ず.く | つ.きる | つ.かす | さかづき | ことごと.く | つか | つき,exhaust | use up | run out of | deplete | befriend | serve
N1,菊,キク,chrysanthemum
N1,禎,テイ | さいわ.い,happiness | blessed | good fortune | auspicious
N1,帳,チョウ | とばり,notebook | account book | album | curtain | veil | net | tent
N1,為,イ | ため | な.る | な.す | す.る | たり | つく.る | なり,do | change | make | benefit | welfare | be of use | reach to | try | practice | cost | serve as | good | advantage | as a result of
N1,携,ケイ | たずさ.える | たずさ.わる,portable | carry (in hand) | armed with | bring along
N1,就,シュウ | ジュ | つ.く | つ.ける,concerning | settle | take position | depart | study | per
N1,浄,ジョウ | セイ | きよ.める | きよ.い,clean | purify | cleanse | exorcise | Manchu Dynasty
N1,称,ショウ | たた.える | とな.える | あ.げる | かな.う | はか.り | はか.る | ほめ.る,appellation | praise | admire | name | title | fame
N1,烈,レツ | はげ.しい,ardent | violent | vehement | furious | severe | extreme
N1,凜,リン | きびし.い,cold | strict | severe
N1,培,バイ | つちか.う,cultivate | foster
N1,箇,カ | コ,counter for articles
N1,匡,キョウ | オウ | すく.う,correct | save | assist
N1,推,スイ | お.す,conjecture | infer | guess | suppose | support | push (for)
N1,訴,ソ | うった.える,accusation | sue | complain of pain | appeal to
N1,鯛,チョウ | たい,sea bream | red snapper
N1,証,ショウ | あかし,evidence | proof | certificate
N1,紬,チュウ | つむぎ | つむ.ぐ,pongee (a knotted silk cloth)
N1,緊,キン | し.める | し.まる,tense | solid | hard | reliable | tight
N1,寧,ネイ | むし.ろ,rather | preferably | peaceful | quiet | tranquility
N1,頻,ヒン | しき.りに,repeatedly | recur
N1,松,ショウ | まつ,pine tree
N1,概,ガイ | おおむ.ね,outline | condition | approximation | generally
N1,湧,ユウ | ヨウ | ユ | わ.く,boil | ferment | seethe | uproar | breed
N1,辰,シン | ジン | たつ,sign of the dragon | 7-9AM | fifth sign of Chinese zodiac | shin dragon radical (no. 161)
N1,矛,ム | ボウ | ほこ,halberd | arms | festival float
N1,壊,カイ | エ | こわ.す | こわ.れる | やぶ.る,demolition | break | destroy
N1,序,ジョ | つい.で | ついで,preface | beginning | order | precedence | occasion | chance | incidentally
N1,裸,ラ | はだか,naked | nude | uncovered | partially clothed
N1,鉢,ハチ | ハツ,bowl | rice tub | pot | crown
N1,蚕,サン | テン | かいこ | こ,silkworm
N1,斤,キン,axe | 1.32 lb | catty | counter for loaves of bread | axe radical (no. 69)
N1,滝,ロウ | ソウ | たき,waterfall | rapids | cascade
N1,忌,キ | い.む | い.み | い.まわしい,mourning | abhor | detestable | death anniversary
N1,畔,ハン | あぜ | くろ | ほとり,paddy ridge | levee
N1,宴,エン | うたげ,banquet | feast | party
N1,享,キョウ | コウ | う.ける,enjoy | receive | undergo | answer (phone) | take | get | catch
N1,盛,セイ | ジョウ | も.る | さか.る | さか.ん,boom | prosper | copulate
N1,唯,ユイ | イ | ただ,solely | only | merely | simply
N1,斥,セキ | しりぞ.ける,reject | retreat | recede | withdraw | repel | repulse
N1,繕,ゼン | つくろ.う,darning | repair | mend | trim | tidy up | adjust
N1,沢,タク | さわ | うるお.い | うるお.す | つや,swamp | marsh | brilliance | grace
N1,修,シュウ | シュ | おさ.める | おさ.まる,discipline | conduct oneself well | study | master
N1,曹,ソウ | ゾウ,office | official | comrade | fellow
N1,啓,ケイ | ひら.く | さと.す,disclose | open | say
N1,陵,リョウ | みささぎ,mausoleum | imperial tomb | mound | hill
N1,衛,エイ | エ,defense | protection
N1,遥,ヨウ | はる.か,far off | distant | long ago
N1,遭,ソウ | あ.う | あ.わせる,encounter | meet | party | association | interview | join
N1,悟,ゴ | さと.る,enlightenment | perceive | discern | realize | understand
N1,絃,ゲン | いと,string | cord | samisen music
N1,誉,ヨ | ほま.れ | ほ.める,reputation | praise | honor | glory
N1,譜,フ,musical score | music | note | staff | table | genealogy
N1,隣,リン | とな.る | となり,neighboring
N1,沼,ショウ | ぬま,marsh | lake | bog | swamp | pond
N1,盟,メイ,alliance | oath
N1,傷,ショウ | きず | いた.む | いた.める,wound | hurt | injure | impair | pain | injury | cut | gash | scar | weak point
N1,腸,チョウ | はらわた | わた,intestines | guts | bowels | viscera
N1,壁,ヘキ | かべ,wall | lining (stomach) | fence
N1,敢,カン | あ.えて | あ.えない | あ.えず,daring | brave | bold | sad | tragic | pitiful
N1,暫,ザン | しばら.く,temporarily | a while | moment | long time
N1,楠,ナン | ダン | ゼン | ネン | くす | くすのき,camphor tree
N1,償,ショウ | つぐな.う,reparation | make up for | recompense | redeem
N1,藻,ソウ | も,seaweed | duckweed
N1,亥,ガイ | カイ | い,sign of the hog | 9-11PM | twelfth sign of the Chinese zodiac
N1,銘,メイ,inscription | signature (of artisan)
N1,槽,ソウ | ふね,vat | tub | tank
N1,抵,テイ,resist | reach | touch
N1,債,サイ,bond | loan | debt
N1,旗,キ | はた,national flag | banner | standard
N1,孔,コウ | ク | あな,cavity | hole | slit | very | great | exceedingly
N1,峡,キョウ | コウ | はざま,gorge | ravine
N1,沿,エン | そ.う | ~ぞ.い,run alongside | follow along | run along | lie along
N1,珠,シュ | たま,pearl | gem | jewel
N1,系,ケイ,lineage | system
N1,旭,キョク | あさひ,rising sun | morning sun
N1,翻,ホン | ハン | ひるがえ.る | ひるがえ.す,flip | turn over | wave | flutter | change (mind)
N1,欺,ギ | あざむ.く,deceit | cheat | delude
N1,扇,セン | おうぎ,fan | folding fan
N1,瞭,リョウ | あきらか,clear
N1,貴,キ | たっと.い | とうと.い | たっと.ぶ | とうと.ぶ,precious | value | prize | esteem | honor
N1,融,ユウ | と.ける | と.かす,dissolve | melt
N1,紡,ボウ | つむ.ぐ,spinning
N1,鵬,ホウ | おおとり,phoenix
N1,添,テン | そ.える | そ.う,annexed | accompany | marry | suit | meet | satisfy | attach | append | garnish | imitate
N1,熊,ユウ | くま,bear
N1,翠,スイ | かわせみ | みどり,green | kingfisher
